Paper ID,Type,Title,github,Author(s)
405,Spotlight,"Look, Imagine and Match: Improving Textual-Visual Cross-Modal Retrieval with Generative Models",,"Jiuxiang Gu, Nanyang Technological Universi; Jianfei Cai, ; Joty Shafiq Rayhan, ; Li Niu, Rice University; Gang Wang,"
406,Spotlight,VITON: An Image-based Virtual Try-on Network,,"Xintong Han, University of Maryland; Zuxuan Wu, University of Maryland; Zhe Wu, University of Maryland; Ruichi Yu, ; Larry Davis, University of Maryland, USA"
423,Spotlight,Fast and Accurate Online Video Object Segmentation via Tracking Parts,,"Jingchun Cheng, Tsinghua University; Yi-Hsuan Tsai, NEC Labs America; Wei-Chih Hung, University of California, Merced; Shengjin Wang, ; Ming-Hsuan Yang, UC Merced"
435,Oral,Deep Layer Aggregation,,"Fisher Yu, UC Berkeley; Dequan Wang, UC Berkeley; Evan Shelhamer, UC Berkeley; Trevor Darrell, UC Berkeley, USA"
442,Spotlight,M3: Multimodal Memory Modelling for Video Captioning,,"Junbo Wang, Institute of Automation, Chine; Wei Wang, ; Yan Huang, ; Liang Wang, unknown; Tieniu Tan, NLPR China"
465,Spotlight,Textbook Question Answering under Teacher Guidance with Memory Networks,,"Juzheng Li, Tsinghua University; Hang Su, Tsinghua University; Jun Zhu, Tsinghua University; Siyu Wang, ; Bo Zhang,"
471,Spotlight,Functional Map of the World,,"Gordon Christie, JHU/APL; Neil Fendley, JHU/APL; James Wilson, DigitalGlobe; Ryan Mukherjee, JHU/APL"
483,Oral,Left-Right Comparative Recurrent Model for Stereo Matching,,"Zequn Jie, ; Pengfei Wang, NUS; Yonggen Ling, Tencent; Bo Zhao, ; Jiashi Feng, ; Wei Liu,"
487,Oral,Analytic Expressions for Probabilistic Moments of PL-DNN with Gaussian Input,,"Adel Bibi, KAUST; Modar Alfadly, King Abdullah University of Science and Technology; Bernard Ghanem,"
488,Spotlight,Zero-Shot Sketch-Image Hashing,,"Yuming Shen, University of East Anglia; Li Liu, University of East Anglia; Fumin Shen, ; Ling Shao, University of East Anglia"
490,Spotlight,Interpretable Convolutional Neural Networks,,"Quanshi Zhang, UCLA; Yingnian Wu, ; Song-Chun Zhu,"
500,Spotlight,Generating Synthetic X-ray Images of a Person from the Surface Geometry,,"Brian Teixeira, Siemens Healthineers; Vivek Singh, Siemens Healthineers; Kai Ma, Siemens Healthineers; Birgi Tamersoy, Siemens Healthineers; Terrence Chen, Siemens Healthineers; Yifan Wu, Temple University ; Elena Balashova, Princeton University; Dorin Comaniciu, Siemens Healthineers"
533,Spotlight,Recurrent Pixel Embedding for Instance Grouping,,"Shu Kong, University of California, Irvine; Charless Fowlkes, University of California, Irvine, USA"
552,Oral,An Analysis of Scale Invariance in Object Detection - SNIP,,"Bharat Singh, ; Larry Davis, University of Maryland, USA"
565,Oral,Finding Tiny Faces in the Wild with Generative Adversarial Network,,"Yancheng Bai, Kaust/Iscas; Yongqiang Zhang, Harbin institute of Technology/KAUST; Mingli Ding, ; Bernard Ghanem,"
567,Spotlight,SSNet: Scale Selection Network for Online 3D Action Prediction,,"Jun Liu, Nanyang Technological University; Amir Shahroudy, NTU Singapore; Gang Wang, ; Ling-Yu Duan, ; Alex Kot,"
568,Spotlight,Integrated facial landmark localization and super-resolution of real-world very low resolution faces in arbitrary poses with GANs,,"Adrian Bulat, ; Georgios Tzimiropoulos,"
581,Spotlight,Deep Cross-media Knowledge Transfer,,"Xin Huang, Peking University; Yuxin Peng, Peking University"
601,Spotlight,NISP: Pruning Networks using Neuron Importance Score Propagation,,"Ruichi Yu, ; Ang Li, Google DeepMind; Chun-Fu (Richard) Chen, IBM T.J. Watson Research Cente; Jui-Hsin Lai, ; Vlad Morariu, University of Maryland; Xintong Han, University of Maryland; Mingfei Gao, University of Maryland; Ching-Yung Lin, ; Larry Davis, University of Maryland, USA"
630,Spotlight,Learning a Toolchain for Image Restoration,,"Ke Yu, CUHK; Chao Dong, Sensetime Co. Ltd ; Chen-Change Loy, the Chinese University of Hong Kong"
668,Spotlight,Fine-grained Video Captioning for Sports Narrative,,"Huanyu Yu, Shanghai Jiao Tong University; Shuo Cheng, SJTU; Bingbing Ni, ; Minsi Wang, Shanghai Jiao Tong University; Zhang Jian, Shanghai Jiao Tong University; Xiaokang Yang,"
687,Spotlight,Hand PointNet: 3D Hand Pose Estimation using Point Sets,,"Liuhao Ge, NTU; Junwu Weng, Nanyang Technological Univ.; Yujun Cai, NTU; Junsong Yuan, Nanyang Technological University"
732,Spotlight,Visual Question Reasoning on General Dependency Tree,,"Qingxing Cao, Sun Yat-Sen University; Xiaodan Liang, Carnegie Mellon University; Bailin Li, SUN-YAT SEN UNIVERSITY; Liang Lin,"
736,Spotlight,GANerated Hands for Real-Time 3D Hand Tracking from Monocular RGB,,"Franziska Mueller, MPI Informatics; Florian Bernard, MPI Informatics; Oleksandr Sotnychenko, MPI Informatics; Dushyant Mehta, MPI For Informatics; Srinath Sridhar, ; Dan Casas, MPI; Christian Theobalt, MPI Informatics"
747,Spotlight,Embodied Real-World Active Perception,,"Fei Xia, Stanford University; Amir Zamir, Stanford, UC Berkeley; Zhi-Yang He, Stanford University; Alexander Sax, Stanford University; Jitendra Malik, ; Silvio Savarese,"
754,Spotlight,"SfSNet : Learning Shape, Reflectance and Illuminance of Faces `in the wild'",,"Soumyadip Sengupta, University of Maryland; Angjoo Kanazawa, University of Maryland; Carlos Castillo, ; David Jacobs, University of Maryland"
765,Spotlight,What Makes a Video a Video: Analyzing Temporal Information in Video Understanding Models and Datasets,,"De-An Huang, Stanford University; Vignesh Ramanathan, Facebook; Dhruv Mahajan, ; Juan Carlos Niebles, Stanford University; Fei-Fei Li, Stanford University; Lorenzo Torresani, Darthmout College, USA; Manohar Paluri,"
777,Spotlight,Quantization and Training of Neural Networks for Efficient Integer-Arithmetic-Only Inference,,"Benoit Jacob, Google; Skirmantas Kligys, Google; Bo Chen, Google; Matthew Tang, Google; Menglong Zhu, ; Andrew Howard, Google; Dmitry Kalenichenko, Google; Hartwig Adam, Google"
778,Oral,"Finding It"": Weakly-Supervised Reference-Aware Visual Grounding in Instructional Video""",,"De-An Huang, Stanford University; Shyamal Buch, Stanford University; Lucio Dery, Stanford University; Animesh Garg, Stanford University; Fei-Fei Li, Stanford University; Juan Carlos Niebles, Stanford University"
809,Spotlight,CVM-Net: Cross-View Matching Network for Image-Based Ground-to-Aerial Geo-Localization,,"Sixing Hu, NUS; Mengdan Feng, NUS; Rang Nguyen, National Uni. of Singapore; Gim Hee Lee, National University of SIngapore"
811,Spotlight,Visual Question Generation as Dual Task of Visual Question Answering,,"Yikang Li, ; Nan Duan, Microsoft; Bolei Zhou, Massachuate Institute of Technology; Xiao Chu, Baidu; Wanli Ouyang, The University of Sydney; Xiaogang Wang, Chinese University of Hong Kong"
812,Spotlight,Revisiting Dilated Convolution: A Simple Approach for Weakly- and Semi- Supervised Semantic Segmentation,,"Yunchao Wei, ; Huaxin Xiao, ; Honghui Shi, UIUC; Zequn Jie, ; Jiashi Feng, ; Thomas Huang,"
836,Spotlight,MegDet: A Large Mini-Batch Object Detector,,"Chao Peng, Megvii; Tete Xiao, Peking University; Zeming Li, Tsinghua University, Megvii; Yuning Jiang, Megvii inc.; Xiangyu Zhang, Megvii Inc; Kai Jia, Mevii; Gang Yu, Face++; Jian Sun,"
844,Spotlight,TOM-Net: Learning Transparent Object Matting from a Single Image,,"Guanying Chen, The University of Hong Kong; Kai Han, ; Kwan-Yee Kenneth Wong, The University of Hong Kong"
853,Spotlight,Benchmarking 6DOF Outdoor Visual Localization in Changing Conditions,,"Torsten Sattler, ETH Zurich; Will Maddern, University of Oxford; Carl Toft, Chalmers University ; Akihiko Torii, Tokyo Institute of Technology; Lars Hammarstrand, Chalmers university of technol; Erik Stenborg, Chalmers University of Tech.; Daniel Safari, DTU; Marc Pollefeys, ETH; Josef Sivic, ; Fredrik Kahl, Chalmers; Tomas Pajdla,"
878,Spotlight,Learning to Detect Features in Texture Images,,"Linguang Zhang, Princeton University; Szymon Rusinkiewicz, Princeton University"
906,Spotlight,Label Denoising Adversarial Network (LDAN) for Inverse Lighting of Face Images,,"Hao Zhou, UMD; Jin Sun, University of Maryland; Yaser Yacoob, Univ of Maryland; David Jacobs, University of Maryland"
909,Spotlight,Unsupervised Deep Generative Adversarial Hashing Network,,"Kamran Ghasedi Dizaji, University of Pittsburgh; Feng Zheng, University of Pittsburgh; Najmeh Sadoughi, University of Texas at Dallas; Heng Huang, University of Pittsburgh"
914,Spotlight,LSTM stack-based Neural Multi-sequence Alignment TeCHnique (NeuMATCH),,"Pelin Dogan, ETH Zurich; Albert Li, Disney Research; Leonid Sigal, University of British Columbia; Markus Gross,"
932,Oral,Unsupervised Discovery of Object Landmarks as Structural Representations,,"Yuting Zhang, University of Michigan; Yijie Guo, University of Michigan; Yixin Jin, ; Yijun Luo, University of Michigan; Zhiyuan He, University of Michigan; Honglak Lee, University of Michigan, USA"
967,Spotlight,SGPN: Similarity Group Proposal Network for 3D Point Cloud Instance Segmentation,,"Weiyue Wang, USC; Ronald Yu, ; Qiangui Huang, U of Southern CA; Ulrich Neumann, USC"
984,Oral,Rotation Averaging and Strong Duality,,"Anders Eriksson, ; Fredrik Kahl, Chalmers; Carl Olsson, Lund University; Tat-Jun Chin,"
999,Oral,Im2Flow: Motion Hallucination from Static Images for Action Recognition,,"Ruohan Gao, University of Texas at Austin; Bo Xiong, UT-Austin; Kristen Grauman,"
1018,Spotlight,PointGrid: A Deep Network for 3D Shape Understanding,,"Truc Le, University of Missouri - Columbia; Ye Duan, University of Missouri - Columbia"
1025,Spotlight,PPFNet: Global Context Aware Local Features for Robust 3D Point Matching,,"Haowen Deng, Technical University of Munich; Tolga Birdal, Technical University of Munich; Slobodan Ilic, Siemens AG"
